,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_metric,param_n_neighbors,param_weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
37,0.012297344207763673,0.0008396357606726127,1.922178363800049,0.12441683098511455,manhattan,19,distance,"{'metric': 'manhattan', 'n_neighbors': 19, 'weights': 'distance'}",0.594390958560067,0.5985768103809125,0.5998325659271662,0.5998325659271662,0.6088777219430486,0.6003021245476721,0.0047307596343676515,17
38,0.012459659576416015,0.0010121514902950305,2.067360591888428,0.09463934543430592,manhattan,21,uniform,"{'metric': 'manhattan', 'n_neighbors': 21, 'weights': 'uniform'}",0.5948095437421516,0.6040184177480117,0.5973210548346588,0.5948095437421516,0.6084589614740369,0.5998835043082021,0.005453297602623926,19
39,0.011101007461547852,0.0021831901101657765,2.0040424823760987,0.1720982715539205,manhattan,21,distance,"{'metric': 'manhattan', 'n_neighbors': 21, 'weights': 'distance'}",0.5939723733779824,0.5998325659271662,0.5994139807450817,0.5973210548346588,0.6139028475711893,0.6008885644912156,0.006829669376210224,15
40,0.011016607284545898,0.00104608407091348,1.7776922225952148,0.03726023244138434,cosine,3,uniform,"{'metric': 'cosine', 'n_neighbors': 3, 'weights': 'uniform'}",0.5717873587275011,0.5659271661783173,0.5747174550020929,0.5759732105483466,0.5699329983249581,0.5716676377562433,0.0035725526813662695,59
41,0.01167888641357422,0.0013354490425648697,1.5410258769989014,0.0553262596906367,cosine,3,distance,"{'metric': 'cosine', 'n_neighbors': 3, 'weights': 'distance'}",0.5646714106320636,0.56802009208874,0.5742988698200083,0.5726245290916702,0.5649078726968174,0.5689045548658599,0.003939850122373123,60
42,0.008772039413452148,0.001721345490305852,2.040404033660889,0.041700685837734335,cosine,5,uniform,"{'metric': 'cosine', 'n_neighbors': 5, 'weights': 'uniform'}",0.5780661364587694,0.5742988698200083,0.5797404771871075,0.5927166178317288,0.5732830820770519,0.5796210366749331,0.006963064771619751,51
43,0.011783075332641602,0.002065071792468326,1.9844111442565917,0.028547070077504188,cosine,5,distance,"{'metric': 'cosine', 'n_neighbors': 5, 'weights': 'distance'}",0.5709501883633319,0.5676015069066555,0.5818334030975304,0.579321892005023,0.5703517587939698,0.5740117498333022,0.0055359873029248285,57
44,0.010988759994506835,0.0027419878506267513,2.1114413738250732,0.08712028944178715,cosine,7,uniform,"{'metric': 'cosine', 'n_neighbors': 7, 'weights': 'uniform'}",0.5839263290079532,0.5759732105483466,0.5759732105483466,0.5914608622854751,0.5728643216080402,0.5800395867996324,0.006783915697017031,50
45,0.010667562484741211,0.0022274357595407405,1.9551830768585206,0.05884748733624433,cosine,7,distance,"{'metric': 'cosine', 'n_neighbors': 7, 'weights': 'distance'}",0.5759732105483466,0.5696944328170783,0.5730431142737548,0.5860192549183759,0.5766331658291457,0.5762726356773402,0.005457449686344995,54
46,0.011679649353027344,0.0016899472632594423,2.147005224227905,0.09273288346312496,cosine,9,uniform,"{'metric': 'cosine', 'n_neighbors': 9, 'weights': 'uniform'}",0.5860192549183759,0.5822519882796149,0.5814148179154458,0.5973210548346588,0.5766331658291457,0.5847280563554482,0.006969742020126708,49
