mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.08460803031921386,0.0013592959050409735,0.0021709442138671876,2.7382910946969698e-05,entropy,6,16,"{'criterion': 'entropy', 'max_depth': 6, 'min_samples_split': 16}",0.6795580110497238,0.688598694123556,0.7152184831742843,0.7066800602712205,0.6954773869346733,0.6971065271106915,0.01267030564285971,14
0.08462648391723633,0.0014899169819330047,0.0021624088287353514,2.7413948402628692e-05,entropy,6,18,"{'criterion': 'entropy', 'max_depth': 6, 'min_samples_split': 18}",0.6795580110497238,0.688598694123556,0.7147162230035158,0.7066800602712205,0.6954773869346733,0.6970060750765379,0.01252749942606123,18
0.09686455726623536,0.0011809954669694078,0.0022697925567626955,0.00013077422282713888,entropy,7,2,"{'criterion': 'entropy', 'max_depth': 7, 'min_samples_split': 2}",0.6790557508789553,0.6865896534404822,0.7132094424912104,0.6961325966850829,0.6909547738693468,0.6931884434730156,0.011469740621066437,46
0.09732766151428222,0.001627554174520968,0.0022541046142578124,9.025641950573587e-05,entropy,7,4,"{'criterion': 'entropy', 'max_depth': 7, 'min_samples_split': 4}",0.6790557508789553,0.6855851330989452,0.7132094424912104,0.6956303365143144,0.6909547738693468,0.6928870873705545,0.011566172870143832,49
0.09666604995727539,0.001416053044404337,0.002262783050537109,0.00014146332079058424,entropy,7,6,"{'criterion': 'entropy', 'max_depth': 7, 'min_samples_split': 6}",0.6790557508789553,0.6855851330989452,0.7132094424912104,0.6956303365143144,0.6899497487437186,0.6926860823454288,0.011606669478807256,50
0.09710855484008789,0.001505622455240035,0.0022174835205078123,0.00011239006299722557,entropy,7,8,"{'criterion': 'entropy', 'max_depth': 7, 'min_samples_split': 8}",0.6790557508789553,0.6865896534404822,0.7132094424912104,0.6966348568558514,0.6904522613065327,0.6931883929946064,0.01151939138651913,47
0.0967790126800537,0.0016631893375096878,0.002213573455810547,0.0001070477224175091,entropy,7,10,"{'criterion': 'entropy', 'max_depth': 7, 'min_samples_split': 10}",0.6790557508789553,0.6860873932697137,0.7137117026619789,0.6956303365143144,0.6904522613065327,0.692987488926299,0.011701364899100277,48
0.09645543098449708,0.0015697051841437604,0.002229642868041992,0.0001268345072065712,entropy,7,12,"{'criterion': 'entropy', 'max_depth': 7, 'min_samples_split': 12}",0.6790557508789553,0.6860873932697137,0.7137117026619789,0.6936212958312405,0.6904522613065327,0.6925856807896842,0.011638036960205133,51
0.09658069610595703,0.0018435693613488785,0.0021812915802001953,1.8129847909476137e-05,entropy,7,14,"{'criterion': 'entropy', 'max_depth': 7, 'min_samples_split': 14}",0.6790557508789553,0.6850828729281768,0.712707182320442,0.694123556002009,0.6899497487437186,0.6921838221746603,0.011425687718780927,52
0.09827151298522949,0.0019345615222861696,0.0024588584899902345,0.00037291130364963443,entropy,7,16,"{'criterion': 'entropy', 'max_depth': 7, 'min_samples_split': 16}",0.6785534907081868,0.6855851330989452,0.7132094424912104,0.6931190356604722,0.6899497487437186,0.6920833701405067,0.011638046214057413,53
0.09652490615844726,0.0014319120973077532,0.002269077301025391,0.00019198564260062466,entropy,7,18,"{'criterion': 'entropy', 'max_depth': 7, 'min_samples_split': 18}",0.6780512305374183,0.6855851330989452,0.7137117026619789,0.6931190356604722,0.6899497487437186,0.6920833701405067,0.011937652511966773,53
0.10893526077270507,0.0016878578263230604,0.002210187911987305,4.000757532305163e-05,entropy,8,2,"{'criterion': 'entropy', 'max_depth': 8, 'min_samples_split': 2}",0.676544450025113,0.6815670517327976,0.7142139628327474,0.6991461577096936,0.6773869346733669,0.6897717113947437,0.01470349262602406,71
0.10891203880310059,0.0020793272922485623,0.0022389888763427734,0.0001235934870918552,entropy,8,4,"{'criterion': 'entropy', 'max_depth': 8, 'min_samples_split': 4}",0.6760421898543445,0.6815670517327976,0.7157207433450528,0.700652938221999,0.6773869346733669,0.6902739715655122,0.01548993819460651,68
0.10895867347717285,0.0018041709636385196,0.002217864990234375,6.640693188897469e-05,entropy,8,6,"{'criterion': 'entropy', 'max_depth': 8, 'min_samples_split': 6}",0.6760421898543445,0.6805625313912607,0.7147162230035158,0.7011551983927674,0.6753768844221105,0.6895706054127998,0.015697961773372727,72
0.12443575859069825,0.015859525099281672,0.0030759334564208984,0.0006527738485557096,entropy,8,8,"{'criterion': 'entropy', 'max_depth': 8, 'min_samples_split': 8}",0.6770467101958815,0.6815670517327976,0.7147162230035158,0.7026619789050729,0.6753768844221105,0.6902737696518757,0.015643404250173288,69
